"dataset","tissue","celltype","marker"
"tabulasapiens_top30","Large_Intestine","plasma cell","JCHAIN,IGHA2,MZB1,DERL3,CD79A,CCL3,SPAG4,CD27,TNFRSF17,MIR155HG,SLAMF7,SPINK2,FAM49A,IRF4,SLAMF1,BASP1,MOB3A,POU2AF1,GNG7,TNFRSF13B,FCRL5,ANKRD36BP2,IGLL5,PLEK,RASGRP3,DAPP1,LINC02384,PHACTR1,BHLHE41,PNOC"
"tabulasapiens_top30","Large_Intestine","cd8-positive, alpha-beta t cell","KLRD1,CCL5,CCL4,CD8A,CD7,PTPRC,SRGN,SYTL3,CREM,IL7R,CXCR4,FYN,GZMB,ARHGDIB,RGS1,TSPYL2,LDLRAD4,CD3E,CST7,CD3D,CD96,LINC01871,PTPN22,CNOT6L,TNFAIP3,DUSP4,LEPROTL1,GABARAPL1,RUNX3,SMAP2"
"tabulasapiens_top30","Large_Intestine","fibroblast","DCN,MGP,C11orf96,CFD,ADH1B,CALD1,IGFBP5,IGFBP6,FBLN1,GSN,GPX3,SERPING1,C1R,IGFBP7,COL6A2,C1S,MMP2,TFPI,APOD,TIMP3,NNMT,IFITM3,MEG3,MFGE8,CRISPLD2,SPARCL1,ADAMTS1,PLPP3,SERPINF1,PRELP"
"tabulasapiens_top30","Large_Intestine","large intestine goblet cell","MUC2,FCGBP,REP15,CLCA1,ST6GALNAC1,KLK1,BEST2,NPDC1,HEPACAM2,MLPH,SERPINA1,ITLN1,FER1L6,RETNLB,KCNMA1,ANO7,TPSG1,FFAR4,RAP1GAP,CAPN9,LRRC26,ATOH1,B3GNT6,SPDEF,BCAS1,WNK4,GALNT8,SCNN1A,MYRIP,TFF3"
"tabulasapiens_top30","Large_Intestine","paneth cell of epithelium of large intestine","CA7,BEST4,GUCA2A,SPIB,CA4,KRT20,MSLN,HES4,KRT19,FRMD1,OTOP2,SDCBP2,GUCA2B,MDK,EPCAM,CCND1,KRT8,DSC2,LYPD8,NEURL1,PCSK1N,CCNYL1,GMNN,SCIN,HEPACAM2,HRCT1,NOTCH2,CEACAM6,LYZ,DMBT1"
"tabulasapiens_top30","Large_Intestine","b cell","HLA-DRA,CD74,CD79A,HLA-DPB1,HLA-DPA1,TNFRSF13C,MS4A1,BANK1,LAPTM5,CD83,CD37,CD52,TNFRSF13B,SWAP70,CCR7,LY9,POU2F2,BLK,HLA-DRB1,GNG7,ARHGAP24,ADAM28,FCMR,RCSD1,FAM49A,LY86,MARCH1,HLA-DMA,NAPSB,VPREB3"
"tabulasapiens_top30","Large_Intestine","transit amplifying cell of large intestine","MKI67,TK1,PCLAF,CENPW,UBE2C,CENPF,TOP2A,TYMS,HELLS,MAD2L1,TPX2,ZWINT,LMNB1,DHFR,ASPM,UBE2T,CDCA7,BIRC5,CDC20,CDKN3,GINS2,CCNB2,CDK1,HMMR,RRM2,CENPU,CENPK,ASF1B,BRCA1,CHEK1"
"tabulasapiens_top30","Large_Intestine","mast cell","TPSB2,TPSAB1,CPA3,IL1RL1,GATA2,HPGDS,MS4A2,LTC4S,FCER1G,TYROBP,HDC,RHEX,SLC18A2,SIGLEC6,FCER1A,ST8SIA6,CDK15,AL157895.1,GCSAML,SIGLEC17P,LINC01835,KIT,CTSG,SIGLEC8,PTGS1,ADGRE2,CALB2,PNMT,ADCYAP1,MMP7"
"tabulasapiens_top30","Large_Intestine","gut endothelial cell","CLDN5,PECAM1,CAVIN2,VWF,ACKR1,LIFR,PCAT19,PLVAP,EGFL7,CLEC14A,THBD,CALCRL,RAMP3,SLCO2A1,CD93,FLT1,LMO2,LDB2,S1PR1,MMRN1,KDR,ESAM,ADGRL4,MYCT1,ECSCR,PALMD,EMCN,SOX18,SNCG,MCTP1"
"tabulasapiens_top30","Large_Intestine","intestinal crypt stem cell of large intestine","RNU6ATAC,RF00100-4,MIR320A,AC020911.2,CABYR,DLL4,HIST2H4B,FOXQ1,SNORD3A,MYCL,PARD6G-AS1,MAFA,HIST1H2AH,SLIT2,CSRNP2,ID4,RN7SKP230,HIST1H3C,HIST4H4,AL109918.1,AL355075.4,HIST1H2AB,NANOS1,HIST1H2AG,ATP1B2,HIST2H2AA4,HIST1H3H,TUBB3,HIST1H3A,MAFB"
"tabulasapiens_top30","Large_Intestine","intestinal enteroendocrine cell","CHGA,CRYBA2,SCGN,SCG5,GCG,SCG2,CACNA1A,CPE,CHGB,FEV,UCN3,SCT,INSM1,RAB3B,SCG3,ETV1,RTN1,PCSK1,NKX2-2,F5,VGF,MIR7-3HG,SLC29A4,SLC26A7,ABCC8,RIMBP2,VWA5B2,EYS,RFX6,COL2A1"
"tabulasapiens_top30","Large_Intestine","neutrophil","C5AR1,CD163,S100A9,IL1B,C1QA,TYROBP,C1QB,S100A8,C1QC,FCGR2A,AIF1,ITGAX,VSIG4,MS4A6A,AQP9,TLR2,CLEC4E,FPR1,CSF3R,LST1,MS4A7,MMP9,OLR1,FGR,CD93,S100A12,STAB1,IGSF6,SEMA6B,MS4A4A"
"tabulasapiens_top30","Large_Intestine","intestinal tuft cell","SH2D6,TRPM5,BMX,HCK,SH2D7,B4GALNT4,ITPRID1,POU2F3,SNORA80E,OGDHL,AC023510.2,HTR3C,LINC01548,FADS2P1,GNG13,COL27A1,KLK13,RNU6-6P,CD300LF,PTGS1,RGS13,PSTPIP2,HTR3E,SNORA2B,ALOX5,TAS1R3,RN7SKP9,AVIL,IL17RB,RNU6-3P"
"tabulasapiens_top30","Large_Intestine","immature enterocyte","MTND1P23,UGT2B17,RPL10P9,MT1G,ADH1C,PIGR,AL450405.1,CD24,LGALS4,CA2,CES2,MGST1,FABP1,HMGCS2,C15orf48,TSPAN8,MT1E,LEFTY1,ATP5MC1,S100A14,EPCAM,SELENBP1,PCK1,ATP5MC3,KLF5,CD9,AGR2,PPP1R1B,AGR3,EDN1"
"tabulasapiens_top30","Large_Intestine","intestinal crypt stem cell","ALDH1B1,ASCL2,PTPRO,LGR5,NOS2,RPL41P5,SMOC2,CDCA7,AP003774.4,AQP1,AL450405.1,RPL10P9,EPHB3,RGMB,NOX1,EPHB2,AC090498.1,RPL41P1,HMGB1P5,XIST,GXYLT2,EDIL3,RPL7AP66,RUBCNL,KIAA1324,FERMT1,HOXA3,CDK6,BCL11A,ADH1C"
"tabulasapiens_top30","Large_Intestine","mature enterocyte","MTND1P23,SLC26A3,CEACAM7,MTCO1P12,AP001034.1,CLCA4,MTRNR2L12,MTCO3P12,CEACAM1,MTCO1P40,MTCO2P2,CA4,TMIGD1,AQP8,MTCO2P12,MT1H,MTRNR2L8,AC114801.3,MTND4P12,MALL,SLC51B,PRAP1,COL17A1,HHLA2,MEP1A,ENTPD8,AP000763.2,SLC17A4,SLC6A19,TRPM6"
"tabulasapiens_top30","Large_Intestine","goblet cell","AC114801.3,FP671120.5,RNU1-1,RNU6-6P,MTCO2P2,RNU1-4,MTATP8P2,RNU1-2,MTRNR2L1,MTRNR2L8,MTCO2P12,MTND4P12,AP000763.2,MTRNR2L12,SCARNA22,MTCO1P40,MTCO3P12,SPINK4,MTCO1P12,BEST2,MTND1P23,NPIPB4,SNORD12C,RAP1GAP,ITLN1,TPSG1,RPL41,RPS21,RPL39,CLCA1"
"tabulasapiens_top10","Liver","macrophage","HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DRB5,HLA-DRB1,MS4A7,CD74,C1QC,GPR183,HLA-DQB1"
"tabulasapiens_top10","Liver","monocyte","LILRA5,FCN1,S100A4,COTL1,S100A6,S100A8,S100A12,STXBP2,APOBEC3A,MNDA"
"tabulasapiens_top10","Liver","endothelial cell of hepatic sinusoid","FCN3,CRHBP,PTPRB,FLT1,TIMP3,GNG11,DNASE1L3,TM4SF1,HSPG2,IL33"
"tabulasapiens_top10","Liver","liver dendritic cell","FCER1A,CD1E,NAPSB,P2RY14,PLD4,XCR1,SPIB,CD1C,WFDC21P,CLEC9A"
"tabulasapiens_top10","Liver","nk cell","GZMA,NKG7,CD7,CD69,IL2RB,KLRD1,CD247,TRDC,XCL1,KLRB1"
"tabulasapiens_top10","Liver","fibroblast","ACTA2,MYL9,RGS5,TPM2,COL3A1,COL1A2,SOD3,ID4,NDUFA4L2,MAP1B"
"tabulasapiens_top10","Liver","hepatocyte","CYP3A5,PCK1,TAT,ALDOB,ACSM2B,ADH1B,CPS1,MAT1A,ECHDC2,TTR"
"tabulasapiens_top10","Liver","intrahepatic cholangiocyte","KRT7,CXCL6,KRT19,EPCAM,FGFR2,FXYD2,TACSTD2,BICC1,CHST4,SOX9"
"tabulasapiens_top10","Liver","t cell","IL7R,CD3D,CD3E,CD3G,TRAC,CD2,BCL11B,GPR171,TRAT1,SPOCK2"
"tabulasapiens_top10","Liver","neutrophil","MTRNR2L12,AL512646.1,FTH1P20,FP671120.5,FCGR3B,MTRNR2L8,FAM177B,MTCO2P2,CD177,CXCR1"
"tabulasapiens_top10","Liver","plasma cell","FCRL5,CD79A,POU2AF1,TNFRSF17,TNFRSF13B,MZB1,HLA-DOB,PNOC,CD27,LINC01781"
"tabulasapiens_top10","Liver","erythrocyte","HBD,CA1,AHSP,HBM,ALAS2,SLC4A1,HEMGN,GYPB,SPTA1,TRIM58"
"tabulasapiens_top10","Liver","endothelial cell","DAAM2,IL1R2,GLDN,ALOX15B,SLC1A3,FMN1,CD163,VSIG4,RBP7,TMIGD3"
"tabulasapiens_top20","Liver","macrophage","HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DRB5,HLA-DRB1,MS4A7,CD74,C1QC,GPR183,HLA-DQB1,C1QA,CD163,IL1B,FPR3,THBS1,OLR1,MS4A6A,PTGS2,IER3,CHMP1B"
"tabulasapiens_top20","Liver","monocyte","LILRA5,FCN1,S100A4,COTL1,S100A6,S100A8,S100A12,STXBP2,APOBEC3A,MNDA,LST1,VCAN,CD52,S100A9,CD300E,CTSS,CD55,FGR,LYZ,H3F3A"
"tabulasapiens_top20","Liver","endothelial cell of hepatic sinusoid","FCN3,CRHBP,PTPRB,FLT1,TIMP3,GNG11,DNASE1L3,TM4SF1,HSPG2,IL33,LDB2,F8,IGFBP7,EFNB2,LIFR,ID1,EGFL7,ADGRF5,SPARC,CLEC14A"
"tabulasapiens_top20","Liver","liver dendritic cell","FCER1A,CD1E,NAPSB,P2RY14,PLD4,XCR1,SPIB,CD1C,WFDC21P,CLEC9A,P2RY10,LGALS2,HLA-DOB,MCOLN2,CLNK,PKIB,FLT3,ADAM19,PARM1,PADI2"
"tabulasapiens_top20","Liver","nk cell","GZMA,NKG7,CD7,CD69,IL2RB,KLRD1,CD247,TRDC,XCL1,KLRB1,KLRF1,PRF1,CST7,XCL2,IFNG,GZMB,SH2D1A,KLRC1,C12orf75,CD160"
"tabulasapiens_top20","Liver","fibroblast","ACTA2,MYL9,RGS5,TPM2,COL3A1,COL1A2,SOD3,ID4,NDUFA4L2,MAP1B,PDGFRB,IGFBP5,PLAC9,COL1A1,MYH11,NOTCH3,COL14A1,GEM,SYNPO2,COLEC11"
"tabulasapiens_top20","Liver","hepatocyte","CYP3A5,PCK1,TAT,ALDOB,ACSM2B,ADH1B,CPS1,MAT1A,ECHDC2,TTR,AASS,BHMT2,AZGP1,CYP2C9,TDO2,BAAT,ERRFI1,PAH,ALDH1L1,APOB"
"tabulasapiens_top20","Liver","intrahepatic cholangiocyte","KRT7,CXCL6,KRT19,EPCAM,FGFR2,FXYD2,TACSTD2,BICC1,CHST4,SOX9,PLPP2,DCDC2,CLDN4,CLDN10,MUC6,ALKAL2,SLC5A1,SFRP5,EHF,FAM3B"
"tabulasapiens_top20","Liver","t cell","IL7R,CD3D,CD3E,CD3G,TRAC,CD2,BCL11B,GPR171,TRAT1,SPOCK2,TRBC2,LINC01871,CD8A,KLRB1,LTB,CD69,CCL5,THEMIS,CD5,CD40LG"
"tabulasapiens_top20","Liver","neutrophil","MTRNR2L12,AL512646.1,FTH1P20,FP671120.5,FCGR3B,MTRNR2L8,FAM177B,MTCO2P2,CD177,CXCR1,MMP25,CXCR2,MTND4P12,ADGRG3,MUC19,CSMD3,MTCO2P12,CICP27,NCF1,LRP1B"
"tabulasapiens_top20","Liver","plasma cell","FCRL5,CD79A,POU2AF1,TNFRSF17,TNFRSF13B,MZB1,HLA-DOB,PNOC,CD27,LINC01781,DERL3,AC007569.1,IGLV3-1,TNFRSF13C,ANKRD36BP2,IGLV6-57,MS4A1,FER1L4,AC104024.1,CD19"
"tabulasapiens_top20","Liver","erythrocyte","HBD,CA1,AHSP,HBM,ALAS2,SLC4A1,HEMGN,GYPB,SPTA1,TRIM58,RHAG,GYPA,KLF1,SLC2A1,ANK1,EPB42,HBQ1,TSPO2,RHCE,MYL4"
"tabulasapiens_top20","Liver","endothelial cell","DAAM2,IL1R2,GLDN,ALOX15B,SLC1A3,FMN1,CD163,VSIG4,RBP7,TMIGD3,LPL,IRAK3,AC008957.3,MAFB,CPM,CFD,IGSF6,JDP2,RPS11,SAP30"
"tabulasapiens_top30","Liver","macrophage","HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DRB5,HLA-DRB1,MS4A7,CD74,C1QC,GPR183,HLA-DQB1,C1QA,CD163,IL1B,FPR3,THBS1,OLR1,MS4A6A,PTGS2,IER3,CHMP1B,CYBB,NPC2,HBEGF,PLAUR,AIF1,FCGR3A,LYZ,CTSB,ZNF331,VSIG4"
"tabulasapiens_top30","Liver","monocyte","LILRA5,FCN1,S100A4,COTL1,S100A6,S100A8,S100A12,STXBP2,APOBEC3A,MNDA,LST1,VCAN,CD52,S100A9,CD300E,CTSS,CD55,FGR,LYZ,H3F3A,CD48,SH3BGRL3,G0S2,AL034397.3,LILRA1,FCER1G,LTA4H,PLBD1,S100A11,NCF2"
"tabulasapiens_top30","Liver","endothelial cell of hepatic sinusoid","FCN3,CRHBP,PTPRB,FLT1,TIMP3,GNG11,DNASE1L3,TM4SF1,HSPG2,IL33,LDB2,F8,IGFBP7,EFNB2,LIFR,ID1,EGFL7,ADGRF5,SPARC,CLEC14A,CLDN5,ENG,CDH5,CALCRL,FCN2,IFI27,AKAP12,MEG3,NOTCH4,PCAT19"
"tabulasapiens_top30","Liver","liver dendritic cell","FCER1A,CD1E,NAPSB,P2RY14,PLD4,XCR1,SPIB,CD1C,WFDC21P,CLEC9A,P2RY10,LGALS2,HLA-DOB,MCOLN2,CLNK,PKIB,FLT3,ADAM19,PARM1,PADI2,HLA-DQA2,CCSER1,IDO1,AC092809.2,HLA-DQA1,NEGR1,ADAM28,GPAT3,TLR10,HLA-DOA"
"tabulasapiens_top30","Liver","nk cell","GZMA,NKG7,CD7,CD69,IL2RB,KLRD1,CD247,TRDC,XCL1,KLRB1,KLRF1,PRF1,CST7,XCL2,IFNG,GZMB,SH2D1A,KLRC1,C12orf75,CD160,TXK,MYBL1,IKZF3,SLFN13,TRBC1,S1PR5,GZMM,TRGC1,CLIC3,TRBC2"
"tabulasapiens_top30","Liver","fibroblast","ACTA2,MYL9,RGS5,TPM2,COL3A1,COL1A2,SOD3,ID4,NDUFA4L2,MAP1B,PDGFRB,IGFBP5,PLAC9,COL1A1,MYH11,NOTCH3,COL14A1,GEM,SYNPO2,COLEC11,FRZB,TBX2,CARMN,CCDC3,CRYAB,HSPB6,SMOC2,HEYL,RCAN2,PRKG1"
"tabulasapiens_top30","Liver","hepatocyte","CYP3A5,PCK1,TAT,ALDOB,ACSM2B,ADH1B,CPS1,MAT1A,ECHDC2,TTR,AASS,BHMT2,AZGP1,CYP2C9,TDO2,BAAT,ERRFI1,PAH,ALDH1L1,APOB,KNG1,C1R,CYP4F3,SULT2A1,C5,LINC01554,CFH,CFHR3,MLXIPL,AGXT"
"tabulasapiens_top30","Liver","intrahepatic cholangiocyte","KRT7,CXCL6,KRT19,EPCAM,FGFR2,FXYD2,TACSTD2,BICC1,CHST4,SOX9,PLPP2,DCDC2,CLDN4,CLDN10,MUC6,ALKAL2,SLC5A1,SFRP5,EHF,FAM3B,ATP13A4,CA9,RAB25,USH1C,WNK2,MAB21L2,CFTR,KCNJ16,B3GNT3,PROM1"
"tabulasapiens_top30","Liver","t cell","IL7R,CD3D,CD3E,CD3G,TRAC,CD2,BCL11B,GPR171,TRAT1,SPOCK2,TRBC2,LINC01871,CD8A,KLRB1,LTB,CD69,CCL5,THEMIS,CD5,CD40LG,MYBL1,IKZF3,CD96,CD8B,CAMK4,LCK,ICOS,ETS1,IL32,SYTL3"
"tabulasapiens_top30","Liver","neutrophil","MTRNR2L12,AL512646.1,FTH1P20,FP671120.5,FCGR3B,MTRNR2L8,FAM177B,MTCO2P2,CD177,CXCR1,MMP25,CXCR2,MTND4P12,ADGRG3,MUC19,CSMD3,MTCO2P12,CICP27,NCF1,LRP1B,RYR3,NCF1C,CMTM2,DGKI,ZDHHC19,MT-ND3,PROK2,MTCO1P12,S100P,RPL41"
"tabulasapiens_top30","Liver","plasma cell","FCRL5,CD79A,POU2AF1,TNFRSF17,TNFRSF13B,MZB1,HLA-DOB,PNOC,CD27,LINC01781,DERL3,AC007569.1,IGLV3-1,TNFRSF13C,ANKRD36BP2,IGLV6-57,MS4A1,FER1L4,AC104024.1,CD19,IGHA2,VPREB3,JCHAIN,IGKV4-1,AC012236.1,FCER2,IGLL5,BLK,BHLHE41,MEI1"
"tabulasapiens_top30","Liver","erythrocyte","HBD,CA1,AHSP,HBM,ALAS2,SLC4A1,HEMGN,GYPB,SPTA1,TRIM58,RHAG,GYPA,KLF1,SLC2A1,ANK1,EPB42,HBQ1,TSPO2,RHCE,MYL4,PDZK1IP1,OSBP2,RHD,SMIM5,GATA1,ABCC13,KEL,SPTB,AC100835.2,TRIM10"
"tabulasapiens_top30","Liver","endothelial cell","DAAM2,IL1R2,GLDN,ALOX15B,SLC1A3,FMN1,CD163,VSIG4,RBP7,TMIGD3,LPL,IRAK3,AC008957.3,MAFB,CPM,CFD,IGSF6,JDP2,RPS11,SAP30,LAPTM5,FKBP5,HCLS1,RPL13A,SMAP2,ADAMTS2,TYROBP,PKM,BLVRB,PYCARD"
"tabulasapiens_top10","Lung","type ii pneumocyte","NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1"
"tabulasapiens_top10","Lung","neutrophil","IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM"
"tabulasapiens_top10","Lung","cd4-positive, alpha-beta t cell","IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2"
"tabulasapiens_top10","Lung","cd8-positive, alpha-beta t cell","CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY"
"tabulasapiens_top10","Lung","nk cell","GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1"
"tabulasapiens_top10","Lung","bronchial vessel endothelial cell","RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2"
"tabulasapiens_top10","Lung","smooth muscle cell","ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2"
"tabulasapiens_top10","Lung","adventitial cell","DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP"
"tabulasapiens_top10","Lung","macrophage","C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4"
"tabulasapiens_top10","Lung","respiratory mucous cell","SAA4,SLC5A5,CRISP3,MUCL1,LINC02300,HSD17B2,MCIDAS,LCN12,CCDC160,ALDH3B2"
"tabulasapiens_top10","Lung","basophil","TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A"
"tabulasapiens_top10","Lung","classical monocyte","S100A8,VCAN,FCN1,S100A12,S100A9,MNDA,FGL2,COTL1,CD300E,VSIR"
"tabulasapiens_top10","Lung","endothelial cell of artery","PTPRB,CXCL12,GJA5,DKK2,NPR3,SERPINE2,SSTR1,NOS1,SOX17,MMRN2"
"tabulasapiens_top10","Lung","lung ciliated cell","CAPS,TMEM190,C20orf85,C9orf24,TPPP3,RSPH1,C11orf88,C1orf194,PIFO,TSPAN1"
"tabulasapiens_top10","Lung","dendritic cell","FCER1A,CD1C,GPR183,S100B,CLEC10A,CD1E,FCGR2B,PKIB,CST7,CLEC5A"
"tabulasapiens_top10","Lung","respiratory goblet cell","BPIFB1,LCN2,SCGB1A1,MSMB,SCGB3A1,WFDC2,TFF3,CP,SERPINB3,TSPAN1"
"tabulasapiens_top10","Lung","basal cell","S100A2,MIR205HG,KRT5,KRT15,KRT19,KRT17,ALDH3A1,PERP,TACSTD2,IGFBP2"
"tabulasapiens_top10","Lung","plasma cell","JCHAIN,MZB1,IGHG3,DERL3,IGHG2,CD79A,IGHG4,IGHA2,TNFRSF17,SPAG4"
"tabulasapiens_top10","Lung","b cell","CD79A,MS4A1,TNFRSF13C,IGHM,VPREB3,TNFRSF13B,BLK,LINC01781,CD19,PAX5"
"tabulasapiens_top10","Lung","serous cell of epithelium of bronchus","PRR4,PRB3,TCN1,C6orf58,LPO,TTYH1,LINC01829,SLC5A1,PRB1,ANO1"
"tabulasapiens_top10","Lung","non-classical monocyte","FGL2,MS4A6A,CD163,MAFB,CSF1R,FCGR3A,AIF1,RNASE6,LST1,HCLS1"
"tabulasapiens_top10","Lung","capillary endothelial cell","FCN3,MT1M,TIMP3,RAMP2,SLC6A4,VWF,CLDN5,FAM107A,CALCRL,LRRC32"
"tabulasapiens_top10","Lung","capillary aerocyte","EDNRB,CLDN5,IL1RL1,CA4,EMCN,GNG11,TIMP3,HPGD,SPARCL1,RAMP2"
"tabulasapiens_top10","Lung","type i pneumocyte","RTKN2,SCEL,NTM,MS4A15,NCKAP5,PKDCC,ITLN2,UPK3B,MYRF,ST6GALNAC5"
"tabulasapiens_top10","Lung","vein endothelial cell","ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU"
"tabulasapiens_top10","Lung","alveolar fibroblast","DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS"
"tabulasapiens_top10","Lung","endothelial cell of lymphatic vessel","CCL21,MMRN1,PROX1,SEMA3D,FOXC2,SCN3B,GPR182,RELN,HOXD9,STAB2"
"tabulasapiens_top10","Lung","bronchial smooth muscle cell","MYH11,PPP1R14A,ACTG2,CRYAB,DES,LMOD1,CNN1,PLAC9,CARMN,PLN"
"tabulasapiens_top10","Lung","plasmacytoid dendritic cell","AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1"
"tabulasapiens_top10","Lung","club cell","SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB"
"tabulasapiens_top10","Lung","lung microvascular endothelial cell","ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU"
"tabulasapiens_top10","Lung","vascular associated smooth muscle cell","PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4"
"tabulasapiens_top10","Lung","myofibroblast cell","AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7"
"tabulasapiens_top10","Lung","pericyte cell","COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2"
"tabulasapiens_top10","Lung","mesothelial cell","ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1"
"tabulasapiens_top10","Lung","fibroblast","AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID"
"tabulasapiens_top10","Lung","intermediate monocyte","FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1"
"tabulasapiens_top10","Lung","pulmonary ionocyte","ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI"
"tabulasapiens_top20","Lung","type ii pneumocyte","NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1,LAMP3,ABCA3,FASN,SFTPC,PEBP4,LRRK2,C11orf96,SDR16C5,LPCAT1,SLC39A8"
"tabulasapiens_top20","Lung","neutrophil","IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM,CXCR1,ADGRG3,TNFAIP6,FFAR2,ARG1,IL18RAP,AC066616.2,PGLYRP1,NFE4,MTCYBP23"
"tabulasapiens_top20","Lung","cd4-positive, alpha-beta t cell","IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2,BCL11B,LTB,KLRB1,ETS1,CD48,PRDM1,ACAP1,CCL5,CORO1A,GPR171"
"tabulasapiens_top20","Lung","cd8-positive, alpha-beta t cell","CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY,GZMB,CD3G,TRAC,PRF1,TRBC2,CST7,CXCR4,CD69,CORO1A,TRBC1"
"tabulasapiens_top20","Lung","nk cell","GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1,CD7,TXK,GZMM,PYHIN1,TRDC,KLRC1,SAMD3,IL2RB,NCR3,PTGDR"
"tabulasapiens_top20","Lung","bronchial vessel endothelial cell","RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2,NR5A2,MMRN1,COL15A1,LHX6,ELOVL2,TLL1,LCN6,AP002956.1,RHOJ,CPXM2"
"tabulasapiens_top20","Lung","smooth muscle cell","ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2,FHL5,LZTS1,TRABD2B,BGN,WFDC1,FLNC,LMOD1,CRYAB,PLAC9,CDH13"
"tabulasapiens_top20","Lung","adventitial cell","DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP,MMP2,COL1A2,FSTL1,ADH1B,APOD,CCDC80,LUM,SFRP2,PCOLCE,FBLN2"
"tabulasapiens_top20","Lung","macrophage","C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4,ALOX5AP,MSR1,OLR1,GPNMB,MCEMP1,INHBA,TYROBP,CYP27A1,FN1,CD52"
"tabulasapiens_top20","Lung","respiratory mucous cell","SAA4,SLC5A5,CRISP3,MUCL1,LINC02300,HSD17B2,MCIDAS,LCN12,CCDC160,ALDH3B2,SAA2,ERN2,SMIM31,VGLL1,CAPN13,MUC5B,RHOV,PIP,PROM1,SPDEF"
"tabulasapiens_top20","Lung","basophil","TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A,SLC18A2,LTC4S,RGS13,RGS2,RGS1,IL1RL1,SAMSN1,MAOB,RAC2,SIGLEC6"
"tabulasapiens_top20","Lung","classical monocyte","S100A8,VCAN,FCN1,S100A12,S100A9,MNDA,FGL2,COTL1,CD300E,VSIR,LYZ,MPEG1,AC020656.1,RNASE2,TNFRSF1B,MS4A6A,FYB1,AIF1,CORO1A,LST1"
