"dataset","tissue","marker","manual_annotation","manual_CLname","manual_CLID","manual_broadtype","gpt4aug3_annotation","gpt4aug3_CLname","gpt4aug3_CLID","gpt4aug3_broadtype","gpt4aug3_agreement","gpt4mar23_annotation","gpt4mar23_CLname","gpt4mar23_CLID","gpt4mar23_broadtype","gpt4mar23_agreement","gpt3.5aug3_annotation","gpt3.5aug3_CLname","gpt3.5aug3_CLID","gpt3.5aug3_broadtype","gpt3.5aug3_agreement","CellMarker2.0_annotation","CellMarker2.0_CLname","CellMarker2.0_CLID","CellMarker2.0_broadtype","CellMarker2.0_agreement","SingleR_annotation","SingleR_CLname","SingleR_CLID","SingleR_broadtype","SingleR_agreement","ScType_annotation","ScType_CLname","ScType_CLID","ScType_broadtype","ScType_agreement"
"Azimuth","Heart","TPO, ACKR1, TSHZ2, RAMP3, FAM155A, ABCB1, CALCRL, CYYR1, IGFBP5, EPHB4, NPP2","Venous Endothelial","vein endothelial cell","CL:0002543","endothelial cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Endothelial cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",0.5,"NA",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Heart","FHL2, RYR2, MLIP, TTN, CTNNA3, RBM20, FGF12, SLC8A1, MYOM1, MYH7, MYL2","Ventricular Cardiomyocyte","ventricular cardiac muscle cell","CL:2000046","muscle cell","Cardiomyocytes","cardiac muscle cell","CL:0000746","muscle cell",0.5,"Cardiac muscle cells (cardiomyocytes)","cardiac muscle cell","CL:0000746","muscle cell",0.5,"Cardiomyocytes","cardiac muscle cell","CL:0000746","muscle cell",0.5,"Ventricular cell",NA,NA,"heart cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","MS4A1, CD79A, CD37, CD79B, LTB, CD52, TCL1A, BANK1, VPREB3, POU2F2","B","B cell","CL:0000236","b cell","B cells","B cell","CL:0000236","b cell",1,"B cells","B cell","CL:0000236","b cell",1,"B Cells","B cell","CL:0000236","b cell",1,"Effector memory T cell",NA,NA,"t/nk cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","IL7R, KLRB1, LTB, CD69, CD3D, CD2, CD3E, IL32, SPOCK2, GZMK","CD4 T","CD4-positive, alpha-beta T cell","CL:0000624","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",0.5,"T cells","T cell","CL:0000084","t/nk cell",0.5,"T Cells","T cell","CL:0000084","t/nk cell",0.5,"Natural killer T(NKT)-like cell",NA,NA,"t/nk cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","CCL5, CD8A, GZMK, CD3D, CD8B, CD3E, CD2, DUSP2, CD69, CST7","CD8 T","CD8-positive, alpha-beta T cell","CL:0000625","t/nk cell","Cytotoxic T cells","cytotoxic T cell","CL:0000910","t/nk cell",0.5,"Cytotoxic T cells","cytotoxic T cell","CL:0000910","t/nk cell",0.5,"Cytotoxic T Cells","cytotoxic T cell","CL:0000910","t/nk cell",0.5,"Memory double-positive T cell",NA,NA,"t/nk cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","ANXA4, KRT7, DEFB1, FXYD2, TM4SF4, KRT19, KRT8, TACSTD2, EGRI1, SPP1","Cholangiocyte","cholangiocyte","CL:1000488","epithelial cell","Cholangiocytes","cholangiocyte","CL:1000488","epithelial cell",1,"Cholangiocytes","cholangiocyte","CL:1000488","epithelial cell",1,"Cholangiocytes","cholangiocyte","CL:1000488","epithelial cell",1,"Biliary cell",NA,NA,"biliary cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","HLA-DPB1, LGALS2, HLA-DQB1, HLA-DQA1, CLEC9A, CPVL, SNX3, TACSTD2, CST3, CD74","DC1","dendritic cell","CL:0000451","dendritic cell","Dendritic cells","dendritic cell","CL:0000451","dendritic cell",1,"Dendritic cells","dendritic cell","CL:0000451","dendritic cell",1,"Dendritic Cells","dendritic cell","CL:0000451","dendritic cell",1,"Conventional dendritic cell 2(cDC2)","conventional dendritic cell","CL:0000990","dendritic cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","HLA-DPB1, HLA-DPA1, HLA-DRA, HLA-DQB1, HLA-DQA1, CLEC10A, FCER1A, LYZ, CD1C, LST1","DC2","dendritic cell","CL:0000451","dendritic cell","Dendritic cells","dendritic cell","CL:0000451","dendritic cell",1,"Dendritic cells","dendritic cell","CL:0000451","dendritic cell",1,"Monocytes","monocyte","CL:0000576","macrophage/monocyte",0.5,"Conventional dendritic cell 2(cDC2)","conventional dendritic cell","CL:0000990","dendritic cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","HBB, HBA1, HBA2, HBD, AHSP, ALAS2, CA1, HBM, SLC25A37, SNCA","Erythrocyte","erythrocyte","CL:0000232","erythroid cell","Erythroid cells","erythroid lineage cell","CL:0000764","erythroid cell",0.5,"Erythrocytes","erythrocyte","CL:0000232","erythroid cell",1,"Erythrocytes","erythrocyte","CL:0000232","erythroid cell",1,"Liver bud hepatic cell",NA,NA,"liver cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","FABP1, CYP2E1, HP, ORM1, APOA2, ADH4, TTR, APOA1, APOC1, APOC3","Hepatocyte","hepatocyte","CL:0000182","epithelial cell","Hepatocytes","hepatocyte","CL:0000182","epithelial cell",1,"Hepatocytes","hepatocyte","CL:0000182","epithelial cell",1,"Hepatocytes","hepatocyte","CL:0000182","epithelial cell",1,"Hepatic cell",NA,NA,"liver cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","IGFBP3, DCN, CXCL14, COLEC11, BGN, CXCL12, ANGPTL6, TMEM56, ECM1, COL3A1","HSC","hematopoietic stem cell","CL:0000037","stem cell","Stellate cells",NA,NA,"fibroblast",0,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0,"Hepatic Stellate Cells (HSCs)","hepatic stellate cell","CL:0000632","fibroblast",0,"Activated hepatic stellate cell",NA,NA,"fibroblast",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","C1QC, C1QB, C1QA, GPNMB, FABP5, LIPA, CD68, FTL, HLA-DRA, CD9","Inflammatory Macrophage","inflammatory macrophage","CL:0000863","macrophage/monocyte","Kupffer cells","Kupffer cell","CL:0000091","macrophage/monocyte",0.5,"Kupffer cells","Kupffer cell","CL:0000091","macrophage/monocyte",0.5,"Macrophages","macrophage","CL:0000235","macrophage/monocyte",0.5,"Scar‐associated macrophage (SAM)",NA,NA,"macrophage/monocyte",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","TPSAB1, TPSB2, MALAT1, HPGDS, CTSG, CPA3, VIM, AREG, CD69, CMA1","Mast","mast cell","CL:0000097","granulocyte","Mast cells","mast cell","CL:0000097","granulocyte",1,"Mast cells","mast cell","CL:0000097","granulocyte",1,"Mast Cells","mast cell","CL:0000097","granulocyte",1,"Mast cell","mast cell","CL:0000097","granulocyte",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","S100A8, S100A9, FCN1, LYZ, VCAN, S100A12, LST1, S100A4, MNDA, CSTA","Monocyte","monocyte","CL:0000576","macrophage/monocyte","Neutrophils","neutrophil","CL:0000775","granulocyte",0,"Neutrophils","neutrophil","CL:0000775","granulocyte",0,"Neutrophils","neutrophil","CL:0000775","granulocyte",0,"Myeloid derived suppressor cell (MDSC)","myeloid suppressor cell","CL:0000889","myeloid cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","ADIRF, NDUFA4L2, CALD1, C11orf96, NOTCH3, FRZB, MYH11, ACTA2, TPM1, GPX3","Myofibroblast","myofibroblast cell","CL:0000186","myofibroblast cell","Perivascular cells",NA,NA,"blood vessel cell",0,"Vascular smooth muscle cells","vascular associated smooth muscle cell","CL:0000359","muscle cell",0,"Periportal Fibroblasts",NA,NA,"fibroblast",0,"Activated hepatic stellate cell",NA,NA,"fibroblast",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","GNLY, NKG7, KLRD1, CMC1, CD7, PRF1, KLRF1, FGFBP2, GZMB, SPON2","NK","natural killer cell","CL:0000623","t/nk cell","Natural killer cells","natural killer cell","CL:0000623","t/nk cell",1,"Natural killer (NK) cells","natural killer cell","CL:0000623","t/nk cell",1,"Natural Killer Cells","natural killer cell","CL:0000623","t/nk cell",1,"Cytotoxic double-positive T cell",NA,NA,"t/nk cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","CCL4, CCL3, CD160, KLRB1, NKG7, MALAT1, CMC1, XCL1, CD7, TYROBP","NK_CD56bright","CD16-negative, CD56-bright natural killer cell, human","CL:0000938 ","t/nk cell","Natural killer cells","natural killer cell","CL:0000623","t/nk cell",0.5,"Natural killer (NK) cells","natural killer cell","CL:0000623","t/nk cell",0.5,"NK T Cells",NA,NA,"t/nk cell",0.5,"Effector memory CD8+ T cell","effector memory CD8-positive, alpha-beta T cell","CL:0000913","t/nk cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","MARCO, CD5L, C1QB, C1QA, C1QC, MS4A7, CD163, FTL, CETP, VCAM1","Noninflammatory Macrophage",NA,NA,"macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",0.5,"Macrophages","macrophage","CL:0000235","macrophage/monocyte",0.5,"Kupffer Cells","Kupffer cell","CL:0000091","macrophage/monocyte",0.5,"Tumor‐associated macrophage (TAM)",NA,NA,"malignant cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","GZMB, IRF7, GPR183, LILRA4, PLD4, IRF8, BCL11A, ITM2C, PLAC8, UGCG","pDC","plasmacytoid dendritic cell","CL:0000784","dendritic cell","Plasmacytoid dendritic cells","plasmacytoid dendritic cell","CL:0000784","dendritic cell",1,"Plasmacytoid dendritic cells","plasmacytoid dendritic cell","CL:0000784","dendritic cell",1,"Effector T Cells","effector T cell","CL:0000911","t/nk cell",0,"Plasmacytoid dendritic cell(pDC)","plasmacytoid dendritic cell","CL:0000784","dendritic cell",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","IGLL5, MZB1, DERL3, SSR4, FKBP11, XBP1, SEC11C, ITM2C, HERPUD1, CD27","Plasma","plasma cell","CL:0000786","b cell","Plasma cells","plasma cell","CL:0000786","b cell",1,"Plasma cells","plasma cell","CL:0000786","b cell",1,"Plasma Cells","plasma cell","CL:0000786","b cell",1,"Memory B cell","memory B cell","CL:0000787","b cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","THY1, CCL2, PTGDS, ELN, MFAP4, IGFBP7, FBLN1, COL1A2, ACTA2, IGFBP5","Portal Fibroblast","hepatic portal fibroblast","CL:0009100","fibroblast","Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0.5,"Hepatic Stellate Cells (HSCs)","hepatic stellate cell","CL:0000632","fibroblast",0.5,"Activated hepatic stellate cell",NA,NA,"fibroblast",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","HIST1H4C, HMGB2, STMN1, MKI67, TUBB, TOP2A, H2AFZ, UBE2C, RRM2, PCNA","Proliferating T/NK",NA,NA,"t/nk cell","Proliferating cells",NA,NA,NA,0,"Proliferating cells (not specific to a single cell type)",NA,NA,NA,0,"Proliferating Hepatocytes",NA,NA,"epithelial cell",0,"Conventional dendritic cell 1(cDC1)","conventional dendritic cell","CL:0000990","dendritic cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","FCN3, LYVE1, STAB2, FCGR2B, CLEC4G, CRHBP, FLT4, FCN2, CLEC1B, DNASE1L3","Sinusoidal Endothelial","endothelial cell of sinusoid","CL:0002262","endothelial cell","Lymphatic endothelial cells","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",0.5,"Lymphatic endothelial cells","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",0.5,"Sinusoidal Endothelial Cells","endothelial cell of hepatic sinusoid","CL:1000398","endothelial cell",0.5,"Sinusoidal endothelial cell","endothelial cell of hepatic sinusoid","CL:1000398","endothelial cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","PRSS23, SELE, RSPO3, LXH6, RAMP3, LIFR, LYPD2, NTS, IFI27, DNASE1L3","Vascual Central Venous Endothelial",NA,NA,"endothelial cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Sinusoidal endothelial cells","endothelial cell of hepatic sinusoid","CL:1000398","endothelial cell",0.5,"Hepatobiliary Epithelial Cells (Cholangiocytes)","cholangiocyte","CL:1000488","epithelial cell",0.5,"Sinusoidal endothelial cell","endothelial cell of hepatic sinusoid","CL:1000398","endothelial cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Liver","CLEC14A, TM4SF1, ID1, PECAM1, DLL4, MGP, SPARCL1, SLC9A3R2, RAMP2, VWF","Vascual Portal Endothelial",NA,NA,"endothelial cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Blood vessel endothelial cells","blood vessel endothelial cell","CL:0000071","endothelial cell",0.5,"Vascular Endothelial Cells","endothelial cell of vascular tree","CL:0002139","endothelial cell",0.5,"Endothelial cell","endothelial cell","CL:0000115","endothelial cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HCL","NA","BEX3, STMN1, HNRNPA1, SOX4, LDHB, SKP1, SNRPE, HMGB1, RPL10A, ID3","Fetal epithelial progenitor",NA,NA,"progenitor cell","Neurons","neuron","CL:0000540","neuron",0,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0,"Unknown",NA,NA,NA,0,"Secretory transient-amplifying cell",NA,NA,"secretory cell",0,"Neuroepithelial_cell","neuroepithelial stem cell","CL:0002259","stem cell",0,"Renal Vesicle cells",NA,NA,"kidney cell",0
"HCL","NA","CTSB, FTL, C1QB, LAPTM5, TYROBP, PSAP, C1QA, HLA-DRA, CTSD, NPC2","Macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",1,"Monocytes","monocyte","CL:0000576","macrophage/monocyte",0.5,"Antigen-Presenting Cell or Immune Cell","professional antigen presenting cell","CL:0000145","antigen presenting cell",0.5,"Macroglial cell","macroglial cell","CL:0000126","macroglial cell",0,"Macrophage","macrophage","CL:0000235","macrophage/monocyte",1,"Kupffer cells","Kupffer cell","CL:0000091","macrophage/monocyte",0.5
"HCL","NA","JCHAIN, IGHA1, SSR4, MZB1, IGKC, IGHA2, HERPUD1, DERL3, SEC11C, FKBP11","B cell (Plasmocyte)","plasma cell","CL:0000786","b cell","Plasma Cells","plasma cell","CL:0000786","b cell",1,"Plasma cells","plasma cell","CL:0000786","b cell",1,"B Cell (Plasma Cell)","plasma cell","CL:0000786","b cell",1,"Dividing plasma B cell",NA,NA,"b cell",0.5,"B_cell","B cell","CL:0000236","b cell",0.5,"Memory B cells","memory B cell","CL:0000787","b cell",0.5
"HCL","NA","C1S, TIMP2, COL6A3, SEMA3C, MMP2, GSN, IGFBP6, MFAP4, COL6A1, PLAC9","Fibroblast","fibroblast","CL:0000057","fibroblast","Fibroblasts","fibroblast","CL:0000057","fibroblast",1,"Smooth muscle cells","smooth muscle cell","CL:0000192","muscle cell",0,"Fibroblast or Connective Tissue Cell","fibroblast,connective tissue cell","CL:0000057,CL:0002320","fibroblast",0.5,"Fibrochondrocyte",NA,NA,"stromal cell",0.5,"Fibroblasts","fibroblast","CL:0000057","fibroblast",1,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0.5
"HCL","NA","PEBP1, MRPL33, STAR, RARRES2, CLU, CYP21A2, CYP17A1, AKR1B1, NOV, TPD52L1","Fasciculata cell","type II cell of adrenal cortex","CL:0002136","epithelial cell","Adrenal Cells",NA,NA,"adrenal gland cell",0,"Adrenal cortex cells","adrenal cortex chromaffin cell","CL:1000427","epithelial cell",0.5,"Hepatocyte or Liver Cell","hepatocyte,NA","CL:0000182,NA","epithelial cell,NA",0.5,"Zona reticularis cell","type III cell of adrenal cortex","CL:0002137","epithelial cell",0.5,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0,"SLC26A4_PAEP positive cells",NA,NA,NA,0
"HCL","NA","TRAC, CD3D, TRBC1, LTB, CD52, TRBC2, PABPC1, RP11-543P15.1, CALM1, IL2RG","T cell","T cell","CL:0000084","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",1,"T cells","T cell","CL:0000084","t/nk cell",1,"T Cell","T cell","CL:0000084","t/nk cell",1,"B progenitor cell",NA,NA,"progenitor cell",0,"T_cells","T cell","CL:0000084","t/nk cell",1,"Memory CD8+ T cells","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell",0.5
"HCL","NA","MDK, LGALS1, STMN1, DCN, COL1A2, BEX3, COL1A1, COL3A1, NREP, TUBB","Fetal mesenchymal progenitor","mesenchymal cell","CL:0008019","mesenchymal cell","Fibroblasts","fibroblast","CL:0000057","fibroblast",0,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0,"Fibroblast or Connective Tissue Cell","fibroblast,connective tissue cell","CL:0000057,CL:0002320","fibroblast",0,"Pancreatic stellate cell","pancreatic stellate cell","CL:0002410","fibroblast",0,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0,"Stromal cells","stromal cell","CL:0000499","stromal cell",0
"HCL","NA","IFI27, TM4SF1, HLA-B, HLA-E, A2M, SOCS3, IGFBP7, SPARCL1, IFITM2, IFITM3","Endothelial cell (APC)","endothelial cell","CL:0000115","endothelial cell","Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial cells","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial Cell","endothelial cell","CL:0000115","endothelial cell",1,"Alveolar epithelial progenitor cell",NA,NA,"epithelial cell",0.5,"Endothelial_cells","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial","endothelial cell","CL:0000115","endothelial cell",1
"HCL","NA","LGALS4, PIGR, FXYD3, PHGR1, C15orf48, KRT19, TSPAN8, KRT8, EPCAM, LGALS3","Enterocyte progenitor",NA,NA,"progenitor cell","Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0,"Epithelial cells","epithelial cell","CL:0000066","epithelial cell",0,"Immune Cell",NA,NA,"immune cell",0,"Duodenal epithelial cell",NA,NA,"epithelial cell",0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0,"Cholangiocytes","cholangiocyte","CL:1000488","epithelial cell",0
"HCL","NA","COL5A1, MEST, DLK1, OGN, LUM, POSTN, COL5A2, FSTL1, ISLR, GPC3","Fetal stromal cell","stromal cell","CL:0000499","stromal cell","Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5,"Chondrocytes","chondrocyte","CL:0000138","stromal cell",0.5,"Epithelial Cell","epithelial cell","CL:0000066","epithelial cell",0,"Adipose progenitor cell","fibro/adipogenic progenitor cell","CL:0009099","progenitor cell",0,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5,"Stromal cells","stromal cell","CL:0000499","stromal cell",1
"HCL","NA","MLLT11, GPM6A, TMSB15A, UCHL1, NREP, TUBB2B, POU3F3, HN1, NNAT, FABP7","Fetal neuron","neuron","CL:0000540","neuron","Neurons","neuron","CL:0000540","neuron",1,"Neurons","neuron","CL:0000540","neuron",1,"Fibroblast or Connective Tissue Cell","fibroblast,connective tissue cell","CL:0000057,CL:0002320","fibroblast",0,"Distal tubular cell","kidney distal convoluted tubule epithelial cell","CL:1000849","epithelial cell",0,"Neuroepithelial_cell","neuroepithelial stem cell","CL:0002259","stem cell",0,"SATB2_LRRC7 positive cells",NA,NA,NA,0
"HCL","NA","RPS23, RPS3, RPS27A, RPS6, RPS3A, UROD, AHSP, BLVRB, RPS14, RPS17","Erythroid progenitor cell (RP high)","erythroid progenitor cell","CL:0000038","progenitor cell","Erythrocytes","erythrocyte","CL:0000232","erythroid cell",0,"Erythroid progenitor cells","erythroid progenitor cell","CL:0000038","progenitor cell",1,"Ribosomal or Hemoglobin-Associated Cell",NA,NA,NA,0,"Early-erythroblast",NA,NA,"erythroid cell",0,"MEP","megakaryocyte-erythroid progenitor cell","CL:0000050","progenitor cell",0.5,"Erythroid-like and erythroid precursor cells","erythroid lineage cell,erythroid progenitor cell","CL:0000764,CL:0000038","erythroid cell,progenitor cell",0.5
"HCL","NA","FCER1G, AIF1, FCN1, CTSS, LST1, TYROBP, LYZ, CD52, LAPTM5, OAZ1","Monocyte","monocyte","CL:0000576","macrophage/monocyte","Myeloid cells","myeloid cell","CL:0000763","myeloid cell",0,"Dendritic cells","dendritic cell","CL:0000451","dendritic cell",0.5,"Antigen-Presenting Cell or Immune Cell","professional antigen presenting cell","CL:0000145","antigen presenting cell",0.5,"CD16 monocyte",NA,NA,"macrophage/monocyte",0.5,"Monocyte","monocyte","CL:0000576","macrophage/monocyte",1,"Hematopoietic cells","hematopoietic cell","CL:0000988","blood cell",0
"HCL","NA","AGR2, MT1G, TSPAN8, MT1H, MT1E, FABP1, AGR3, LGALS2, GSTA1, SPINK1","Fetal enterocyte","enterocyte","CL:0000584","epithelial cell","Colonocytes","colon epithelial cell","CL:0011108","epithelial cell",0.5,"Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0.5,"Secretory Cell (Epithelial or Glandular Cell)","secretory cell","CL:0000151","secretory cell",0,"Columnar epithelial cell","columnar/cuboidal epithelial cell","CL:0000075","epithelial cell",0.5,"Embryonic_stem_cells","embryonic stem cell","CL:0002322","stem cell",0,"MUC13_DMBT1 positive cells",NA,NA,NA,0
"HCL","NA","RBP2, TTR, APOA1, GSTA1, FABP1, FABP2, SERPINA1, FTL, SMIM24, APOC3","Hepatocyte/Endodermal cell","hepatocyte,endodermal cell","CL:0000182,CL:0000223","epithelial cell,embryonic cell","Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0.5,"Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0.5,"Hepatocyte or Liver Cell","hepatocyte,NA","CL:0000182,NA","epithelial cell,NA",0.5,"Choroid plexus cell",NA,NA,"blood vessel cell",0,"Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0.5,"MUC13_DMBT1 positive cells",NA,NA,NA,0
"HCL","NA","FOS, RPL34, RPL31, RPS18, RPS14, RPL7, TMSB10, RPS27A, RPS3A, RPL35A","Fetal fibroblast","fibroblast","CL:0000057","fibroblast","Epithelial Cells","epithelial cell","CL:0000066","epithelial cell",0,"Fibroblasts","fibroblast","CL:0000057","fibroblast",1,"Unknown",NA,NA,NA,0,"Macroglial cell","macroglial cell","CL:0000126","macroglial cell",0,"Neuroepithelial_cell","neuroepithelial stem cell","CL:0002259","stem cell",0,"Hepatic stellate cells","hepatic stellate cell","CL:0000632","fibroblast",0.5
"HCL","NA","TMSB4X, A2M, GNG11, TMSB10, B2M, IFITM3, RAMP2, COL4A1, PRCP, TM4SF1","Endothelial cell","endothelial cell","CL:0000115","endothelial cell","Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial cells","endothelial cell","CL:0000115","endothelial cell",1,"Hepatocyte or Liver Cell","hepatocyte,NA","CL:0000182,NA","epithelial cell,NA",0.5,"Alveolar epithelial progenitor cell",NA,NA,"epithelial cell",0.5,"Endothelial_cells","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial cells","endothelial cell","CL:0000115","endothelial cell",1
"HCL","NA","HLA-DRA, CD74, HLA-DPA1, HLA-DPB1, HLA-DRB1, CST3, HLA-DQA1, HLA-DQB1, TMSB4X, TMSB10","Dendritic cell","dendritic cell","CL:0000451","dendritic cell","Dendritic Cells","dendritic cell","CL:0000451","dendritic cell",1,"B cells","B cell","CL:0000236","b cell",0.5,"Antigen-Presenting Cell or Immune Cell","professional antigen presenting cell","CL:0000145","antigen presenting cell",0.5,"Pre-dendritic cell","pre-conventional dendritic cell","CL:0002010","dendritic cell",0.5,"Monocyte","monocyte","CL:0000576","macrophage/monocyte",0.5,"Myeloid Dendritic cells","myeloid dendritic cell","CL:0000782","dendritic cell",0.5
"HCL","NA","DEFB1, CD24, WFDC2, SPP1, CYSTM1, IGFBP7, CLDN4, LDHB, GDF15, ATP1A1","Loop of Henle","kidney loop of Henle epithelial cell","CL:1000909","epithelial cell","Fallopian Tube Cells",NA,NA,"fallopian tube cell",0,"Epithelial cells","epithelial cell","CL:0000066","epithelial cell",0.5,"Gastrointestinal Epithelial Cell",NA,NA,"epithelial cell",0.5,"Medullary cell",NA,NA,"thyroid cell",0,"Epithelial_cells","epithelial cell","CL:0000066","epithelial cell",0.5,"Distal tubule cells","kidney distal convoluted tubule epithelial cell","CL:1000849","epithelial cell",0.5
"HCL","NA","AHSP, HBG2, HBM, HBA1, HBA2, GYPA, ALAS2, HBG1, GYPB, PRDX2","Erythroid cell","erythroid lineage cell","CL:0000764","erythroid cell","Erythroblasts","erythroblast","CL:0000765","erythroid cell",0.5,"Erythrocytes","erythrocyte","CL:0000232","erythroid cell",0.5,"Red Blood Cell or Erythrocyte","erythrocyte","CL:0000232","erythroid cell",0.5,"Erythrocyte","erythrocyte","CL:0000232","erythroid cell",0.5,"Erythroblast","erythroblast","CL:0000765","erythroid cell",0.5,"Erythroblasts","erythroblast","CL:0000765","erythroid cell",0.5
