"dataset","tissue","marker","manual_annotation","manual_CLname","manual_CLID","manual_broadtype","gpt4aug3_annotation","gpt4aug3_CLname","gpt4aug3_CLID","gpt4aug3_broadtype","gpt4aug3_agreement"
"MCA_top20",NA,"Col2a1, Col9a1, Col9a3, Cdkn1c, Col9a2, Matn4, H19, Serpinh1, Cnmd, Matn1, Mia, Itm2a, Wwp2, Cthrc1, Dlk1, P4hb, Mest, Hapln1, Asb4, Fibin","Cartilage cell","chondrocyte","CL:0000138","stromal cell","Chondrocytes","chondrocyte","CL:0000138","stromal cell",1
"MCA_top20",NA,"Ctla2a, 4930486L24Rik, Prl8a2, Rarres2, Erv3, Mrgprg, Mt1, Srgn, Mt2, Gpx3, Hspb8, Cryab, Aoc1, Scgb1a1, Ctla2b, Cyp11a1, Des, Lgals3, Gzmd, Ctsk","Decidual stromal cell","decidual cell","CL:2000002","stromal cell","Sebocytes","sebum secreting cell","CL:0000317","secretory cell",0
"MCA_top30",NA,"Mdk, Rbp1, Nrep, Cdk4, Tead2, Hmgn1, Selenoh, Marcksl1, Mif, H2afz, Stmn1, Srsf3, Tubb5, Npm1, Ptma, Slc25a4, Rps26, Nnat, Rpl39, Rps8, Rps13, Rpl11, Rpl14, Rps9, Rpl41, Rpl13, mt-Nd1, Tuba1b, Pclaf, Maged2","Proliferating Myocyte",NA,NA,"muscle cell","Neuronal cells","neuron","CL:0000540","neuron",0
"MCA_top30",NA,"Mylk, Acta2, Myl9, Mdk, Cdkn1c, Ptn, Dlk1, Itm2a, Meg3, Mfap2, Nrep, Maged2, Tpm1, Nnat, Serpinh1, H19, Gnas, Cdk4, Hmgn1, Fstl1, Slc25a4, Lgals1, Col3a1, Tceal9, Gpc3, Mfap4, Sfrp1, Marcksl1, Tead2, Mest","Myocyte",NA,NA,"muscle cell","Fibroblasts","fibroblast","CL:0000057","fibroblast",0
"MCA_top30",NA,"Ms4a4b, Trac, Ltb, Cd52, Trbc2, Cd3d, Cd8b1, Shisa5, Lck, Thy1, Dapl1, Cd3g, Trbc1, Ptprcap, Lat, Il2rg, Coro1a, Ms4a6b, H2-Q7, Rac2, Ccr7, Nkg7, Cd2, Rps27rt, Gm13588, Limd2, Gm14303, Rps6-ps4, Gimap4, H2-K1","T cell","T cell","CL:0000084","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",1
"MCA_top30",NA,"Rtn1, Nnat, Tubb3, Tubb2b, Tuba1a, Stmn2, Stmn3, Igfbpl1, Tagln3, Gap43, Hist3h2ba, Crmp1, Stmn1, Mllt11, Elavl3, Uchl1, Nsg2, Gng3, Nsg1, 6330403K07Rik, Ina, Nrep, Gm1673, Mapt, Bex2, Ndn, Dpysl3, Snrpn, Pantr1, Marcksl1","Neuron","neuron","CL:0000540","neuron","Neuronal cells","neuron","CL:0000540","neuron",1
"MCA_top30",NA,"S100a6, Timp1, Cxcl5, Gm15772, Spp1, Lgals1, Gm28438, S100a4, Gm15459, Tm4sf1, Tpm2, U90926, Pcolce, Gm8730, Pkm, Aprt, Rhoc, Ccl7, Gm10039, Cdkn2a, Nhp2, Tubb6, Mrps6, Anxa3, Acta2, Cald1, Dap, Ccl2, Eno1, Tpm1","MSC (Cultured)","mesenchymal stem cell","CL:0000134","stem cell","Fibroblasts","fibroblast","CL:0000057","fibroblast",0
"MCA_top30",NA,"Rps13-ps1, Rps3a3, Dppa5a, Gm10036, Gm11942, Tdgf1, Gm15459, Stmn2, Chchd10, Tdh, Utf1, Zfp42, Mkrn1, Ifitm1, Rps4l, Bex1, Gm24289, Eif4ebp1, Hsp90aa1, Upp1, Mrpl45, Trh, L1td1, Hspb1, Dctpp1, Hsd17b14, Nhp2, RP23-118L13.5, Trap1a, Npm1","mESC","embryonic stem cell","CL:0002322","stem cell","Embryonic stem cells","embryonic stem cell","CL:0002322","stem cell",1
"MCA_top30",NA,"Prm1, Prm2, Meig1, Ldhc, Tnp1, Fabp9, Tnp2, Smcp, Rbakdn, Ropn1l, Cox8c, Spink2, Dbil5, Cypt4, Gm5617, Spata33, Gm11837, Cox7b2, Gsg1, Fam229a, Prm3, Spa17, Fhl4, Fam229b, Gm9999, Tex40, Mlf1, Asrgl1, Ccdc89, Crisp2","Testicular cell",NA,NA,"testis cell","Sperm cells","sperm","CL:0000019","germ cell",0
"MCA_top30",NA,"Rhox5, Bex1, Tex19.1, Gm15459, Bex3, Trap1a, Utf1, Gm11942, Gm15772, Cldn6, Cldn3, Hat1, Cldn4, Fabp3, Gm10039, Mrpl12, Rps4l, Timp1, Gsto1, Krt18, Apoc1, Gm8730, Id2, Morc4, Pkm, S100a6, Nhp2, Aldoa, Fkbp3, Rps27l","Trophoblast stem cell",NA,NA,"stem cell","Embryonic stem cells","embryonic stem cell","CL:0002322","stem cell",0.5
"MCA_top30",NA,"Sbp, Spink1, 9530002B09Rik, Defb50, 5430419D17Rik, Wfdc3, Nupr1, Azgp1, Agr2, Tspan1, Cbr2, Spink5, Oit1, Abo, Hoxb13, Pigr, Prdx6, Pgap2, Nucb2, Cystm1, Mt1, Timp4, Hspb1, Dcaf12l1, Upk1a, Rgs2, Dcxr, Sec11c, Slc12a2, Gne","Prostate gland cell",NA,NA,"prostate cell","Pancreatic cells",NA,NA,"pancreatic cell",0
"MCA_top30",NA,"Matn1, Col2a1, Col9a2, Col9a3, Col9a1, Col11a1, Cnmd, 3110079O15Rik, Col11a2, Hapln1, Rcan1, Acan, Cytl1, Fmod, Hbegf, Ucma, Mgp, Timp1, Mia, Errfi1, Epyc, Fn1, Matn3, Chad, Tnfrsf12a, Ugdh, Srxn1, Comp, S100b, Cdkn1a","Chondrocyte","chondrocyte","CL:0000138","stromal cell","Chondrocytes","chondrocyte","CL:0000138","stromal cell",1
"MCA_top30",NA,"Camp, Ngp, S100a9, S100a8, Chil3, Ltf, Wfdc21, Lcn2, Fcnb, Pglyrp1, I830127L07Rik, Ifitm6, Elane, Anxa1, Cd177, Serpinb1a, Hp, Cybb, Cebpe, Lyz2, Arhgdib, Lrg1, Rac2, Mcemp1, Prtn3, Ltb4r1, Ly6c2, Hmgn2, Ncf1, Alox5ap","Neutrophil","neutrophil","CL:0000775","granulocyte","Neutrophils","neutrophil","CL:0000775","granulocyte",1
"MCA_top30",NA,"Elane, Mpo, Ctsg, Prtn3, Ms4a3, Ly6c2, Plac8, Nkg7, Srgn, Cst7, Cmtm7, Clec12a, Prss57, Tuba4a, Serpinb1a, Ramp1, Fcnb, Lta4h, Slpi, Hp, Igsf6, Arhgdib, Ap3s1, Glipr1, AI662270, Emb, Gpx1, Msrb1, Fcgr3, H2afy","Monocyte","monocyte","CL:0000576","macrophage/monocyte","Neutrophils","neutrophil","CL:0000775","granulocyte",0
"MCA_top30",NA,"Klf1, Blvrb, Hmbs, Glrx5, Alad, Rfesd, Car2, Hebp1, Asns, Smim1, Cited4, Rhd, Tmem14c, Cpox, Hmgb3, Ddx39, Icam4, Gpx1, Hspd1, C1qbp, Ranbp1, Prdx2, Npm1, Nhp2, Gata1, Eif5a, Atpif1, Nme1, Serbp1, Hspe1","Erythroblast","erythroblast","CL:0000765","erythroid cell","Erythrocytes","erythrocyte","CL:0000232","erythroid cell",0.5
"MCA_top30",NA,"Tff1, Gkn1, Gkn2, Gsta1, Psca, Lgals2, Dpcr1, 2210407C18Rik, Tff2, Gsto1, Gsdma2, Gsta4, Anxa10, Sptssb, Krt8, Mgst3, Ptgr1, Muc5ac, Ctse, Krt19, Fxyd3, Cystm1, Sult1c2, Gm3776, Nqo1, Aldh3a1, Vsig1, Agr2, Mogat1, Smim6","Stomach epithelial cell","epithelial cell of stomach","CL:0002178","epithelial cell","Gastric cells",NA,NA,"stomach cell",0
"MCA_top30",NA,"Fabp4, Cldn5, Ramp2, Egfl7, Cav1, Cd36, Esam, Gpihbp1, Ly6c1, Tm4sf1, Plvap, Emcn, Ctla2a, Gng11, Ecscr, Eng, Pecam1, Sdpr, Icam2, Adgrf5, Cdh5, Crip2, Mmrn2, Kdr, Tmem88, Ifitm3, Rasip1, Slc9a3r2, Igfbp7, Aqp1","Endothelial cell","endothelial cell","CL:0000115","endothelial cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",1
"MCA_top30",NA,"Wap, Csn1s2b, Csn1s2a, Csn1s1, Csn2, Csn3, Glycam1, Lalba, Wfdc18, Lao1, Fabp3, Trf, Cidea, Folr1, Thrsp, Qsox1, Cel, Wfdc3, Fkbp11, Olah, Nupr1, Orm1, Btn1a1, Mfge8, Ceacam10, Aldoc, Plin2, Scd1, Elf5, Clu","Secretory alveoli cell",NA,NA,"secretory cell","Mammary gland cells",NA,NA,"breast cell",0
"MCA_top30",NA,"Plp1, Ptgds, Mbp, Cldn11, Aplp1, Ermn, Mobp, Apod, Mag, Stmn4, Cmtm5, Tmem88b, Cnp, Olig1, Mog, Sez6l2, Tspan2, Hcn2, Fez1, Tubb4a, mt-Tv, 4-Sep, Syt11, Plekhb1, Enpp2, Mal, Pllp, Cryab, mt-Tp, Gatm","Oligodendrocyte","oligodendrocyte","CL:0000128","oligodendrocyte","Oligodendrocytes","oligodendrocyte","CL:0000128","oligodendrocyte",1
"MCA_top30",NA,"Fabp7, Pantr1, Nnat, Ptn, Pax6, Rtn1, Dbi, Tuba1a, H2afv, Tubb2b, Son, Stmn1, Hmgn2, Mt3, Ckb, Ccnd2, H2afz, Bex2, Pea15a, Marcksl1, Igfbpl1, Gm1673, Ndufc2, Fkbp3, Cdk4, Selenoh, Gpm6b, Ddah2, Hmgn3, H1f0","Proliferative neuron",NA,NA,"neuron","Neuronal cells","neuron","CL:0000540","neuron",0.5
"MCA_top30",NA,"Dlk1, H19, Postn, Col1a2, Itm2a, Aspn, Fstl1, Mfap5, Col3a1, Igf2, Meg3, Col1a1, Cdkn1c, Sparc, Agtr2, Pcolce, Gnas, Dcn, Col6a2, Col6a1, mt-Rnr2, Bgn, Plagl1, Tppp3, Ogn, Vim, Mest, Ndn, Col5a2, Col14a1","Stromal cell","stromal cell","CL:0000499","stromal cell","Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5
"MCA_top30",NA,"Cd79a, Ighm, Cd74, Cd79b, Iglc2, Iglc3, Ms4a1, Fcmr, Ighd, H2-Ab1, H2-Aa, Iglc1, Ly6d, H2-Eb1, Cd52, H2-DMb2, Cd37, Cd19, Ltb, Igkc, Siglecg, Mzb1, H2-Ob, Ptprcap, Spib, Shisa5, Fcer2a, Coro1a, Fcrla, Rac2","B cell","B cell","CL:0000236","b cell","B cells","B cell","CL:0000236","b cell",1
"MCA_top30",NA,"Pf4, C1qc, C1qb, Apoe, Ctsc, C1qa, Fcer1g, F13a1, Csf1r, Tyrobp, Fcrls, Ms4a6c, Fcgr3, Lst1, Ctsb, Ctss, Tmsb4x, Lyz2, Dab2, Cfl1, Cyba, Ftl1, Cx3cr1, Grn, Lgmn, Actb, Stab1, Clta, Ms4a6d, Selenop","Macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",1
"MCA_top30",NA,"Stra8, Dazl, Sycp3, Tex101, Tex12, Smc1b, Syce2, Fkbp6, Slc25a31, Tex30, 1700013H16Rik, Mphosph8, Dppa3, M1ap, Mael, Taf7l, 4930447C04Rik, Rhox9, Fmr1nb, Tuba3a, Syce1, Rhox5, Stk31, Ddx4, Serf1, Sycp1, Cox7c, Ndufa6, Cox5a, Rps27l","Primordial germ cell","primordial germ cell","CL:0000670","germ cell","Spermatogonia","spermatogonium","CL:0000020","germ cell",0.5
"MCA_top30",NA,"Reg3b, Reg3g, Fabp2, Fabp6, Lgals4, Lypd8, Apoa1, Tff3, Fabp1, Prap1, Pigr, Phgr1, Rbp2, Lgals2, Gpx2, Muc13, Guca2b, Smim24, Dmbt1, Cldn7, Apoa4, Ckmt1, Guca2a, Krt20, Ccl25, Clec2h, Ifi27l2b, 2200002D01Rik, Tm4sf5, Ces2e","Intestinal epithelial cell","intestinal epithelial cell","CL:0002563","epithelial cell","Paneth cells","paneth cell","CL:0000510","epithelial cell",0.5
"MCA_top30",NA,"H2-Eb1, H2-Ab1, H2-Aa, Cd74, Cst3, Plbd1, H2-DMa, H2-DMb1, Gm2a, Psap, Tmsb4x, Crip1, Cd83, Cd52, Alox5ap, Naaa, Tyrobp, Lsp1, Ctss, B2m, Srgn, Laptm5, H2-D1, Il1b, Bcl2a1d, Mpeg1, Gm6377, Cytip, Ifi30, Coro1a","Dendritic cell","dendritic cell","CL:0000451","dendritic cell","B cells","B cell","CL:0000236","b cell",0.5
"MCA_top30",NA,"Car1, Car2, Fam132a, Blvrb, Klf1, Vamp5, Rhd, Aqp1, Gm15915, Atpif1, Cldn13, Lmo2, Sphk1, Tspo2, Ermap, Cox6b2, Ctse, Rpl35, Gata1, Dut, Ces2g, Rps18, Creg1, Smim1, Mns1, Lgals9, Hmbs, Prg2, Gm2000, Gpx1","Erythroid progenitor","erythroid progenitor cell","CL:0000038","progenitor cell","Erythrocytes","erythrocyte","CL:0000232","erythroid cell",0
"MCA_top30",NA,"Sftpc, Sftpa1, Sftpb, Sftpd, Cxcl15, Slc34a2, Cbr2, Chil1, Scd1, Lyz1, Lyz2, Sfta2, Wfdc2, Napsa, Hc, Lamp3, Ager, Lpcat1, S100g, Elovl1, Npc2, Rnase4, Fasn, Dram1, Muc1, Ptprf, Mid1ip1, Cd36, Ces1d, Lgi3","Alveolar type II cell","type II pneumocyte","CL:0002063","epithelial cell","Alveolar type II cells","type II pneumocyte","CL:0002063","epithelial cell",1
"MCA_top30",NA,"Kap, Miox, Aldob, Akr1c21, Fxyd2, Gsta2, Gpx3, Rida, Ass1, Keg1, Pck1, Slc34a1, Hao2, Glyat, Tmem27, Fbp1, Ttc36, Aadat, Sord, Pdzk1, AI314278, Napsa, Acaa1b, Ndrg1, Acadm, Calml4, Fmo1, Cda, Khk, Pter","Proximal tubule brush border cell","brush border cell of the proximal tubule","CL:0002307","epithelial cell","Kidney tubule cells","kidney tubule cell","CL:1000507","epithelial cell",0.5
"MCA_top30",NA,"Prtn3, Cmtm7, H2afy, Mpo, Plac8, Ctsg, Emb, Gmfg, Ptprcap, AI662270, Coro1a, Ramp1, Glipr1, Stmn1, Srgn, Psmb8, Lmo2, Gpx1, Cdk6, Eif5a, Rac2, Npm1, Slc25a5, Rps2, Spi1, Alox5ap, Tuba4a, Bin2, Cd34, Rpl3","Myeloid progenitor cell","myeloid lineage restricted progenitor cell","CL:0000839","progenitor cell","Neutrophils","neutrophil","CL:0000775","granulocyte",0
"MCA_top30",NA,"Inha, Akr1cl, Hsd3b1, Serpine2, Bex4, Nap1l5, Ctsl, Htra1, Tnni3, Hsd17b1, Tceal9, Cyb5a, Car14, Gja1, Socs2, Apoa4, Prkar2b, Inhba, Cnmd, Tenm4, Wfdc10, Amh, Fst, Greb1, Mgarp, Ephx2, Cst12, Hspa5, Amhr2, Foxo1","Cumulus cell","cumulus cell","CL:0000711","epithelial cell","Granulosa cells","granulosa cell","CL:0000501","epithelial cell",0.5
"MCA_top30",NA,"Igfbp7, Mgp, Sparc, Tbx20, Postn, Slc16a2, Myl2, Sln, Myl3, Aspn, Dcn, Nppa, Myh6, Myh7, Dpep1, Lhfp, Eln, Pdlim3, Crip2, Col3a1, Mmp2, Ctsl, Ptgis, mt-Rnr2, Csrp3, Mb, Tnnt2, Mfap2, Pln, Mfap4","Myoblast","myoblast","CL:0000056","progenitor cell","Cardiomyocytes","cardiac muscle cell","CL:0000746","muscle cell",0
"MCA_top30",NA,"Cfd, Car3, Fabp4, Adipoq, Cidea, Cidec, Cox8b, Chchd10, mt-Rnr1, Lpl, Apoc1, Pnpla2, Cdo1, Retn, Bnip3, Mgst1, Cat, Coq8a, Eci1, mt-Rnr2, Acadl, mt-Co1, Hsd17b10, Adig, Pck1, Cox8a, Tspo, Ndufb9, Slc36a2, Cox6a1","Adipocyte","fat cell","CL:0000136","fat cell","Adipocytes","fat cell","CL:0000136","fat cell",1
"MCA_top30",NA,"Sprr1a, Gstm1, Krt15, Ly6d, Upk3a, Gsta4, Krt7, Wfdc2, Sprr2a3, Upk1a, Sptssb, Krt5, Igfbp2, Upk1b, Fmo5, Upk2, Ivl, Aqp3, S100a6, Gsdmc2, 8430408G22Rik, Tmprss2, Fxyd3, Krt19, Foxq1, Akr1b3, Acaa1b, Cldn4, Perp, Sfn","Urothelium","urothelial cell","CL:0000731","epithelial cell","Stratified epithelial cells","stratified epithelial cell","CL:0000079","epithelial cell",0.5
"MCA_top30",NA,"Wfdc2, Mdk, H19, Mif, Cldn6, Cdk4, Bex4, Hmgn1, Cldn7, Epcam, Rps26, Bex1, Tceal9, Nnat, Igfbp2, Ptma, Krt8, Ldha, Rpl14, Pcbd1, Rpl18a, Rpl13, Gapdh, Stmn1, Npm1, Krt18, Tubb5, Calm1, Bex3, Atpif1","Epithelial cell","epithelial cell","CL:0000066","epithelial cell","Trophoblasts","trophoblast cell","CL:0000351","extraembryonic cell",0
"MCA_top30",NA,"Defb19, Cst9, Gstm2, Gstm6, Clu, Kctd14, Ptgds, Aldh1a1, Bex2, Gstm1, Tmem184a, Amh, Ctsl, Wnt6, Aard, Lgals7, Cited1, Gstm7, Serpine2, Etnk2, Akr1cl, Chchd10, Ldhb, Etd, Sin3b, Inha, Tesc, Tsc22d1, Dhh, Vdac3","Sertoli cells","Sertoli cell","CL:0000216","epithelial cell","Sertoli cells","Sertoli cell","CL:0000216","epithelial cell",1
"MCA_top30",NA,"Hspa1b, Clec4g, Cxcl10, Selenop, Fcgr2b, Aqp1, Hspa1a, Eng, Il1a, Dnase1l3, Kdr, Cyp4b1, Oit3, Gpr182, Serpina3f, Stab2, Igfbp7, Apoe, B2m, H2-K1, Ubc, Jund, Ctsb, Ptprb, Nfkbia, Dusp1, Fos, Apoa2, Irgm1, Bmp2","Endothelial Cell","endothelial cell","CL:0000115","endothelial cell","Dendritic cells","dendritic cell","CL:0000451","dendritic cell",0
"MCA_top30",NA,"Tpm1, Mdk, Tceal9, Tcf21, Dlk1, Tsc22d1, Maged2, Rpl13, Serpinh1, Meg3, Ubb, Akr1cl, Myl9, mt-Cytb, Cxcl12, Rps26, Nnat, Gstm2, Gnas, Nrep, Mfap2, Igfbp5, Itm2a, Cdk4, Lgals1, Gpc3, Acta2, Tshz2, Cald1, Ptn","Muscle cell","muscle cell","CL:0000187","muscle cell","Smooth muscle cells","smooth muscle cell","CL:0000192","muscle cell",0.5
"MCA_top30",NA,"Sct, Rhox9, Rhox6, Ldoc1, Sin3b, Fthl17a, Cdkn1c, Gm9112, Rhox5, 3830417A13Rik, Plac1, Serpinb9g, Serpinb9e, Tbrg1, Mbnl3, Trap1a, Hspb1, Dusp9, Nup62cl, Phlda2, Krt8, Tex19.1, H19, Serpinb9b, Lgals1, Krt19, Rps4l, Hmgn5, Gm9, Gjb5","Trophoblast progenitor cell",NA,NA,"progenitor cell","Trophoblasts","trophoblast cell","CL:0000351","extraembryonic cell",0
"MCA_top30",NA,"Bglap, Bglap2, Ibsp, Col1a1, Col1a2, Car3, Serpinf1, Ifitm5, Sparc, Cgref1, Cthrc1, Col5a2, Nupr1, Fkbp7, Col11a1, Cpz, Col11a2, Kazald1, Serpinh1, Dcn, Bgn, Lum, Cd63, Cpe, Lox, Rcn3, Smpd3, Fap, Alpl, Snhg18","Osteoblast","osteoblast","CL:0000062","osteoblast","Osteoblasts","osteoblast","CL:0000062","osteoblast",1
"MCA_top30",NA,"Acta2, Myl9, Tpm2, Mustn1, Igfbp7, Tpm1, Myl6, Cald1, Eln, Tagln, Myh11, Crip1, Mylk, Rgs5, Cav1, Actg2, Sparcl1, Lmod1, Ndufa4l2, Sparc, Cnn1, Gm13889, Rasl11a, Tm4sf1, Vim, Csrp2, Fxyd1, Prkcdbp, Aoc3, Csrp1","Smooth muscle cell","smooth muscle cell","CL:0000192","muscle cell","Smooth muscle cells","smooth muscle cell","CL:0000192","muscle cell",1
"MCA_top30",NA,"Hsd3b1, Cyp11a1, Fdx1, Akr1cl, Sfrp4, Ephx2, Mgarp, Idh1, Lhcgr, Scarb1, Gm2a, Me1, Nrn1, Fkbp5, Cst8, Sgk1, Prss35, Tmem86a, Cited4, Acsbg1, Bhmt, Mrap, Prlr, Atp6v0e2, Star, Inha, Plin5, Kcnab3, Epdr1, Fdxr","Luteal cell","luteal cell","CL:0000175","stromal cell","Steroidogenic cells","Leydig cell","CL:0000178","interstitial cell",0
"MCA_top30",NA,"Klk1, Umod, Wfdc15b, Defb1, Fxyd2, Egf, Ppp1r1a, Atp1b1, Kng2, Atp1a1, Tmem52b, Tmem213, Cdh16, Kcnj1, mt-Nd4, mt-Cytb, mt-Nd2, mt-Co1, mt-Nd1, Gabarapl1, Slc12a1, Slc12a3, mt-Nd5, Clcnkb, Ldhb, Spp1, Calb1, mt-Nd3, 1700011H14Rik, Igfbp7","Renal tubular cell",NA,NA,"kidney cell","Kidney collecting duct cells","kidney collecting duct cell","CL:1001225","kidney cell",0.5
"MCA_top30",NA,"Dppa3, Dazl, Utf1, Dppa5a, Fkbp6, Tex19.1, Dppa4, Cct8, Rps4l, Ifitm1, Dnd1, Gng13, Hspe1, Cct6a, Cox7c, Selenoh, Atp5g1, Tcl1, Rpl14, Chchd2, Stk31, Rhox5, Cacybp, Slc25a31, Ddx4, Npm1, Rpl23a, Cyct, Coprs, Ldhb","Premeiotic germ cell",NA,NA,"germ cell","Spermatogonial stem cells","male germ line stem cell (sensu Vertebrata)","CL:0000089","stem cell",0
"MCA_top30",NA,"Gzma, Ccl5, Gzmb, Cd7, Rgs1, AW112010, Cd3g, Nkg7, Cd8a, Tcrg-C2, Gimap4, Ctsw, Cd160, Tcrg-C4, Trbc2, Lck, H2-Q7, Tcrg-C1, Gimap7, Cd3d, Gimap3, Tmsb4x, B2m, Trbc1, Srgn, H2-K1, Coro1a, Actn2, Trdc, Ptprcap","NK/T cell","natural killer cell,T cell","CL:0000623,CL:0000084","t/nk cell","Cytotoxic T Cells","cytotoxic T cell","CL:0000910","t/nk cell",0.5
"MCA_top30",NA,"Kctd14, Lgals7, Gng13, Bmyc, Ifitm1, Gstm2, Laptm4b, Amhr2, Wnt6, Ldhb, H19, Cst8, Isyna1, Fst, Cdkn1c, Tsc22d1, Anxa2, Hes1, Irx3, Aldh1a1, Myl9, Atpif1, Smim1, Med10, Dnajc15, Maged2, mt-Cytb, Rpl13, Igfbp2, Rps26","Granulosa cell","granulosa cell","CL:0000501","epithelial cell","Parathyroid Cells","parathyroid glandular cell","CL:1001593","epithelial cell",0.5
"MCA_top30",NA,"Ccl5, Nkg7, AW112010, Klrd1, Gzma, Ms4a4b, Il2rb, Klrb1c, Klre1, Klra4, Ncr1, Klra8, Klrk1, Ctsw, Cd52, Klra13-ps, Xcl1, H2-D1, Klra7, B2m, H2-K1, Tmsb4x, Cd7, Shisa5, Prf1, Gzmb, Tyrobp, H2-Q7, Tmsb10, Fcer1g","NK cell","natural killer cell","CL:0000623","t/nk cell","Natural Killer Cells","natural killer cell","CL:0000623","t/nk cell",1
"MCA_top30",NA,"Nppa, Actc1, Tnnt2, Myl3, Myl2, Cox6a2, Pln, Tnnc1, Tnni3, Tnni1, Myh6, Myh7, Slc25a4, Csrp3, Tpm1, Fabp3, Ckm, Mb, Smpx, Cox8b, Hspb7, Crip2, Atcayos, Idh2, mt-Nd1, mt-Cytb, mt-Nd4, mt-Nd2, Mybpc3, Des","Cardiac muscle cell","cardiac muscle cell","CL:0000746","muscle cell","Cardiomyocytes","cardiac muscle cell","CL:0000746","muscle cell",1
"MCA_top30",NA,"Hexb, C1qc, P2ry12, C1qa, Cst3, Fcrls, C1qb, Ctss, Cx3cr1, Lgmn, Siglech, Csf1r, Trem2, Ctsd, Crybb1, Gpr34, Tyrobp, P2ry13, Fcer1g, Ctsb, Olfml3, Fcgr3, Ly86, Aif1, Ccl3, Selplg, Ltc4s, Ccl4, Tmem119, Grn","Microglia","microglial cell","CL:0000129","microglia","Microglial Cells","microglial cell","CL:0000129","microglia",1
"MCA_top30",NA,"Pgc, Pla2g1b, Fxyd3, mt-Co1, Cfi, Anxa10, Tspan1, Tff2, Atp4b, Cystm1, Agr2, Atp4a, 1810010D01Rik, Pga5, Sult1c2, Vsig1, Cldn18, Ttr, Smim6, Cd24a, Atp1b1, mt-Nd3, Muc6, Ckmt1, Spink4, Gkn3, Bpifb1, Tstd1, Pdia2, mt-Cytb","Gastric mucosa cell","surface mucosal cell of stomach","CL:0002182","epithelial cell","Gastric Mucosa Cells","surface mucosal cell of stomach","CL:0002182","epithelial cell",1
"MCA_top30",NA,"Cpa2, Cpa1, Ctrb1, Pnliprp1, Clps, Serpina6, Ambp, Ttr, Dlk1, Cela1, Gamt, Serpina1c, Tmed6, Wfdc15b, Gc, Bex1, Pcbd1, Cldn10, H19, Bex2, Cel, Ffar2, Tmem97, Bex4, Rpl11, Rps26, Rpl14, Nupr1, Meg3, Wfdc2","Pancreatic acinar cell","pancreatic acinar cell","CL:0002064","epithelial cell","Pancreatic Acinar Cells","pancreatic acinar cell","CL:0002064","epithelial cell",1
"MCA_top30",NA,"Cyp17a1, Hsd3b1, Cyp11a1, Akr1cl, Aldh1a1, Fdx1, Acsbg1, Star, Mgarp, Me1, Ren1, Insl3, Prss35, Fdxr, Hao2, Nr5a1, Inha, Cst8, Tsc22d1, Tmem86a, Hspe1, Prkar2b, Hmgcs2, Susd3, Defb19, Prlr, mt-Cytb, Map1lc3a, Pcolce, Tceal9","Leydig cell","Leydig cell","CL:0000178","interstitial cell","Steroidogenic Cells","Leydig cell","CL:0000178","interstitial cell",1
"MCA_top30",NA,"Calb1, Rprm, Wfdc2, Wfdc15b, Cldn6, Mdk, Hoxb7, Cldn7, Ldhb, Ptma, Bex1, Mif, Hmgn1, Rps26, mt-Cytb, Bex2, Epcam, 1700011H14Rik, Rpl41, Id3, Hes1, Rpl13, Npm1, Cdk4, Bex4, Pcbd1, Snrpg, Tceal9, Rpl14, Stmn1","Kidney epithelial","kidney epithelial cell","CL:0002518","epithelial cell","Uterine Epithelial Cells",NA,NA,"epithelial cell",0.5
"MCA_top30",NA,"Chga, Pcsk2, Chgb, Pyy, Pcsk1n, Iapp, Resp18, Ins2, Gcg, Scg2, Cpe, Ttr, Ins1, Scg5, Tmem27, Slc38a5, Ppy, Fam183b, Slc30a8, Mrln, G6pc2, Cryba2, Abcc8, Scgn, Scg3, Rbp4, Pax6, Neurod1, Syt13, Tm4sf4","Endocrine cell","endocrine cell","CL:0000163","secretory cell","Endocrine Cells","endocrine cell","CL:0000163","secretory cell",1
"MCA_top30",NA,"Prss34, Mcpt8, Prg2, Cpa3, Fcer1a, Ms4a2, Srgn, Cd200r3, Ifitm1, Gata2, Rnase12, Alox5ap, Hdc, Plac8, Ccl3, Ctsg, Mpo, Cd63, Cst7, Il6, Fcer1g, Ms4a3, Alox5, Nkg7, Csrp3, Itga2b, Cd69, Rab44, Ly6e, Fcgr3","Mast cell","mast cell","CL:0000097","granulocyte","Mast Cells","mast cell","CL:0000097","granulocyte",1
"MCA_top30",NA,"Pga5, Col4a2, Col4a1, Lama1, Ctsl, Aqp8, Gkn2, Serpinh1, Txndc12, Lrpap1, Sparc, P4hb, Plod3, Pdpn, Gkn1, Glipr1, Igsf1, P4ha2, Tinagl1, Wfdc1, Lamb1, Rcn3, Hs3st1, S100g, Fabp3, Cited1, Srgn, Fst, Pth1r, Pdlim1","Placenta endodermal cell",NA,NA,"embryonic cell","Gastric Zymogenic Epithelial Cells","peptic cell","CL:0000155","epithelial cell",0
